"Order Number",SKU,Price,Quantity,"Discount Percent","Discount Amount",Amount,"Brand ID of SKU"
1210000035,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000034,PS121563,0.0000,1,,0.0000,0.0000,
1210000034,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000033,PS140309,0.0000,1,,0.0000,0.0000,
1210000033,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000032,PS140309,0.0000,1,,0.0000,0.0000,
1210000032,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000031,PS121563,0.0000,1,,0.0000,0.0000,
1210000031,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000030,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000030,PS121563,0.0000,1,,0.0000,0.0000,
1210000029,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000029,PS121563,0.0000,1,,0.0000,0.0000,
1210000028,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000028,PS140309,0.0000,2,,0.0000,0.0000,
1210000027,153576PS,0.0000,2,,0.0000,0.0000,469
1210000027,153576,144.0000,4,,0.0000,576.0000,469
1210000026,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000026,PS121563,0.0000,2,,0.0000,0.0000,
1210000026,141001EPCM,180.0000,2,,0.0000,360.0000,
1210000026,PS140309,0.0000,2,,0.0000,0.0000,
1210000025,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000025,PS140309,0.0000,1,,0.0000,0.0000,
1210000024,141001PS1,180.0000,2,,0.0000,360.0000,
1210000023,PS140309,0.0000,1,,0.0000,0.0000,
1210000023,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000022,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000022,PS121563,0.0000,1,,0.0000,0.0000,
1210000022,141001PS1,180.0000,1,,0.0000,180.0000,
1210000021,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000021,PS140309,0.0000,1,,0.0000,0.0000,
1210000020,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000020,PS140309,0.0000,1,,0.0000,0.0000,
1210000019,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000019,PS121563,0.0000,1,,0.0000,0.0000,
1210000018,PS140309,0.0000,2,,0.0000,0.0000,
1210000018,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000017,PS121563,0.0000,1,,0.0000,0.0000,
1210000017,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000016,PS121563,0.0000,1,,0.0000,0.0000,
1210000016,PS140309,0.0000,1,,0.0000,0.0000,
1210000016,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000016,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000015,141001AD1,180.0000,1,,0.0000,180.0000,
1210000015,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000015,141001FP,180.0000,1,,0.0000,180.0000,
1210000014,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000014,PS121563,0.0000,1,,0.0000,0.0000,
1210000013,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000013,PS121563,0.0000,1,,0.0000,0.0000,
1210000012,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
1210000012,PS156168,0.0000,1,,0.0000,0.0000,
1210000012,PS141675,0.0000,1,,0.0000,0.0000,
1210000012,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
1210000011,141001EPM,180.0000,1,,0.0000,180.0000,
1210000010,152575,273.0000,1,,0.0000,273.0000,522
1210000009,141001EPM,180.0000,1,,0.0000,180.0000,
1210000008,PS140309,0.0000,1,,0.0000,0.0000,
1210000008,PS121563,0.0000,1,,0.0000,0.0000,
1210000008,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000008,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000008,141001WT1,180.0000,1,,0.0000,180.0000,
1210000007,156168,65.0000,2,,0.0000,130.0000,467
1210000007,141001,180.0000,2,,0.0000,360.0000,478
1210000006,141001FP,180.0000,1,,0.0000,180.0000,
1210000006,PS121563,0.0000,1,,0.0000,0.0000,
1210000006,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000006,PS141001SP,0.0000,1,,0.0000,0.0000,
1210000005,141001WT1,180.0000,2,,0.0000,360.0000,
1210000004,PS140309,0.0000,1,,0.0000,0.0000,
1210000004,141001EPLF,180.0000,1,,0.0000,180.0000,
1210000003,141001EPCM,180.0000,1,,0.0000,180.0000,
1210000003,PS121563,0.0000,1,,0.0000,0.0000,
1210000003,141001EPLF,180.0000,2,,0.0000,360.0000,
1210000003,PS140309,0.0000,2,,0.0000,0.0000,
1200000002,PS141675,0.0000,1,,0.0000,0.0000,
1200000002,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
1200000002,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
1200000002,PS156168,0.0000,1,,0.0000,0.0000,
1200000001,141001EPCM,180.0000,1,,0.0000,180.0000,
1200000001,PS121563,0.0000,1,,0.0000,0.0000,
WP001066,152575,273.0000,3,,0.0000,819.0000,522
WP001065,141001EPCM,180.0000,1,,0.0000,180.0000,
WP001065,PS121563,0.0000,1,,0.0000,0.0000,
WP001064,141001WT1,180.0000,1,,0.0000,180.0000,
WP001064,141001AD1,180.0000,1,,0.0000,180.0000,
WP001063,141001EPCM,180.0000,1,,0.0000,180.0000,
WP001063,153261,80.0000,1,,0.0000,80.0000,464
WP001063,PS121563,0.0000,1,,0.0000,0.0000,
WP001062,157320,300.0000,1,,0.0000,300.0000,476
WP001061,141001AD1,180.0000,1,,0.0000,180.0000,
WP001060,157320,300.0000,1,,0.0000,300.0000,476
WP001059,152574,130.0000,2,,0.0000,260.0000,522
WP001058,152576,130.0000,48,,0.0000,"6,240.0000",522
WP001058,152575,273.0000,24,,0.0000,"6,552.0000",522
WP001058,152574,130.0000,48,,0.0000,"6,240.0000",522
WP001057,153576,144.0000,1,,0.0000,144.0000,469
WP001056,141001FS,540.0000,1,,0.0000,540.0000,
WP001054,157320,300.0000,1,,0.0000,300.0000,476
WP001053,153576,144.0000,3,,0.0000,432.0000,469
WP001052,153576,144.0000,3,,0.0000,432.0000,469
WP001051,157320,300.0000,1,,0.0000,300.0000,476
WP001050,PS156168,0.0000,1,,0.0000,0.0000,
WP001050,141001AD1,180.0000,1,,0.0000,180.0000,
WP001050,PS141675,0.0000,1,,0.0000,0.0000,
WP001050,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP001050,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP001049,153576,144.0000,6,,0.0000,864.0000,469
WP001048,141001WT1,180.0000,1,,0.0000,180.0000,
WP001048,PS141675,0.0000,1,,0.0000,0.0000,
WP001048,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP001048,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP001048,PS156168,0.0000,1,,0.0000,0.0000,
WP001047,140309,259.0000,1,,0.0000,259.0000,479
WP001047,PS140309,0.0000,1,,0.0000,0.0000,
WP001046,PS140309,0.0000,1,,0.0000,0.0000,
WP001046,140309,259.0000,1,,0.0000,259.0000,479
WP001045,141001AD1,180.0000,1,,0.0000,180.0000,
WP001044,141001AD1,180.0000,1,,0.0000,180.0000,
WP001043,141001WT1,180.0000,1,,0.0000,180.0000,
WP001042,153576,144.0000,5,,0.0000,720.0000,469
WP001041,141001AD1,180.0000,1,,0.0000,180.0000,
WP001040,141001WT1,180.0000,1,,0.0000,180.0000,
WP001040,141001AD1,180.0000,1,,0.0000,180.0000,
WP001039,PS140309,0.0000,1,,0.0000,0.0000,
WP001039,140309,259.0000,1,,0.0000,259.0000,479
WP001038,157320,300.0000,1,,0.0000,300.0000,476
WP001037,141001AD1,180.0000,1,,0.0000,180.0000,
WP001036,141001AD1,180.0000,8,,0.0000,"1,440.0000",
WP001035,141001AD1,180.0000,1,,0.0000,180.0000,
WP001034,157320,300.0000,1,,0.0000,300.0000,476
WP001033,154606,60.0000,2,,0.0000,120.0000,467
WP001033,141001AD1,180.0000,1,,0.0000,180.0000,
WP001032,141001AD1,180.0000,2,,0.0000,360.0000,
WP001031,154915PS-3,397.5000,1,,0.0000,397.5000,
WP001031,141001AD1,180.0000,1,,0.0000,180.0000,
WP001031,PS2017AHCDRAWSTRING,0.0000,1,,0.0000,0.0000,
WP001030,141001AD1,180.0000,1,,0.0000,180.0000,
WP001030,PS2017AHCDRAWSTRING,0.0000,1,,0.0000,0.0000,
WP001030,154915PS-3,397.5000,1,,0.0000,397.5000,
WP001029,153576PS,0.0000,1,,0.0000,0.0000,469
WP001029,153576,144.0000,2,,0.0000,288.0000,469
WP001028,141001FS1,180.0000,1,,0.0000,180.0000,
WP001028,141001AD1,180.0000,1,,0.0000,180.0000,
WP001027,141001AD1,180.0000,1,,0.0000,180.0000,
WP001026,141001AD1,180.0000,1,,0.0000,180.0000,
WP001025,157320,300.0000,1,,0.0000,300.0000,476
WP001024,141001AD1,180.0000,2,,0.0000,360.0000,
WP001024,PS141675,0.0000,1,,0.0000,0.0000,
WP001024,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP001024,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP001024,PS156168,0.0000,1,,0.0000,0.0000,
WP001023,PS141675,0.0000,1,,0.0000,0.0000,
WP001023,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP001023,140309,259.0000,1,,0.0000,259.0000,479
WP001023,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP001023,PS156168,0.0000,1,,0.0000,0.0000,
WP001023,141001AD1,180.0000,1,,0.0000,180.0000,
WP001023,PS140309,0.0000,1,,0.0000,0.0000,
WP001022,157320,300.0000,1,,0.0000,300.0000,476
WP001021,157320,300.0000,1,,0.0000,300.0000,476
WP001020,141001AD1,180.0000,2,,0.0000,360.0000,
WP001020,PS121565,0.0000,2,,0.0000,0.0000,
WP001020,121565,446.0000,2,,0.0000,892.0000,
WP001019,153576,144.0000,3,,0.0000,432.0000,469
WP001018,157320,300.0000,1,,0.0000,300.0000,476
WP001017,153576,144.0000,8,,0.0000,"1,152.0000",469
WP001016,153576,144.0000,2,,0.0000,288.0000,469
WP001015,141001AD1,180.0000,1,,0.0000,180.0000,
WP001014,141001AD1,180.0000,3,,0.0000,540.0000,
WP001013,153576,144.0000,1,,0.0000,144.0000,469
WP001012,PS141675,0.0000,1,,0.0000,0.0000,
WP001012,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP001012,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP001012,PS156168,0.0000,1,,0.0000,0.0000,
WP001011,153576,144.0000,9,,0.0000,"1,296.0000",469
WP001010,156397,29.0000,20,,0.0000,580.0000,593
WP001009,141001AD1,180.0000,1,,0.0000,180.0000,
WP001008,153576PS,0.0000,5,,0.0000,0.0000,469
WP001008,153576,144.0000,10,,0.0000,"1,440.0000",469
WP001007,157208,600.0000,1,,0.0000,600.0000,476
WP001006,141001AD1,180.0000,1,,0.0000,180.0000,
WP001005,121565,446.0000,2,,0.0000,892.0000,
WP001005,PS121565,0.0000,2,,0.0000,0.0000,
WP001004,141001AD1,180.0000,2,,0.0000,360.0000,
WP001003,141001AD1,180.0000,2,,0.0000,360.0000,
WP001003,141001WT1,180.0000,3,,0.0000,540.0000,
WP001002,141001AD1,180.0000,1,,0.0000,180.0000,
WP001001,153576,144.0000,14,,0.0000,"2,016.0000",469
WP001001,153576PS,0.0000,7,,0.0000,0.0000,469
WP001000,141001WT1,180.0000,1,,0.0000,180.0000,
WP001000,141001AD1,180.0000,1,,0.0000,180.0000,
WP000999,141001AD1,180.0000,1,,0.0000,180.0000,
WP000998,141001AD1,180.0000,1,,0.0000,180.0000,
WP000997,141001AD1,180.0000,2,,0.0000,360.0000,
WP000996,141001AD1,180.0000,1,,0.0000,180.0000,
WP000996,152659,100.5000,1,,0.0000,100.5000,489
WP000995,141001AD1,180.0000,1,,0.0000,180.0000,
WP000995,141001FP,180.0000,1,,0.0000,180.0000,
WP000995,141001WT1,180.0000,1,,0.0000,180.0000,
WP000995,PS141001SP,0.0000,1,,0.0000,0.0000,
WP000994,141001AD1,180.0000,1,,0.0000,180.0000,
WP000993,PS121565,0.0000,1,,0.0000,0.0000,
WP000993,121575,446.0000,1,,0.0000,446.0000,
WP000992,141001AD1,180.0000,1,,0.0000,180.0000,
WP000991,121565,446.0000,1,,0.0000,446.0000,
WP000991,PS121565,0.0000,1,,0.0000,0.0000,
WP000990,141001AD1,180.0000,1,,0.0000,180.0000,
WP000989,141001AD1,180.0000,1,,0.0000,180.0000,
WP000988,PS141675,0.0000,1,,0.0000,0.0000,
WP000988,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000988,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000988,PS156168,0.0000,1,,0.0000,0.0000,
WP000987,141001AD1,180.0000,1,,0.0000,180.0000,
WP000986,157320,300.0000,1,,0.0000,300.0000,476
WP000985,141001WT1,180.0000,1,,0.0000,180.0000,
WP000984,140310,446.0000,1,,0.0000,446.0000,479
WP000984,152575,273.0000,1,,0.0000,273.0000,522
WP000984,141001WT1,180.0000,1,,0.0000,180.0000,
WP000984,PS121565,0.0000,1,,0.0000,0.0000,
WP000984,141001AD1,180.0000,1,,0.0000,180.0000,
WP000983,141001AD1,180.0000,1,,0.0000,180.0000,
WP000982,141001WT1,180.0000,1,,0.0000,180.0000,
WP000981,141001WT1,180.0000,1,,0.0000,180.0000,
WP000981,141001AD1,180.0000,1,,0.0000,180.0000,
WP000980,141001FS,540.0000,1,,0.0000,540.0000,
WP000979,141001WT1,180.0000,1,,0.0000,180.0000,
WP000979,141001AD1,180.0000,1,,0.0000,180.0000,
WP000978,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000978,PS156168,0.0000,1,,0.0000,0.0000,
WP000978,PS141675,0.0000,1,,0.0000,0.0000,
WP000978,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000977,141001AD1,180.0000,1,,0.0000,180.0000,
WP000977,141001WT1,180.0000,1,,0.0000,180.0000,
WP000976,141001AD1,180.0000,2,,0.0000,360.0000,
WP000975,141001AD1,180.0000,1,,0.0000,180.0000,
WP000974,141001AD1,180.0000,1,,0.0000,180.0000,
WP000973,140309,259.0000,1,,0.0000,259.0000,479
WP000973,141001AD1,180.0000,2,,0.0000,360.0000,
WP000973,PS140309,0.0000,1,,0.0000,0.0000,
WP000972,141001AD1,180.0000,1,,0.0000,180.0000,
WP000971,141001PS1,180.0000,1,,0.0000,180.0000,
WP000971,PS141675,0.0000,1,,0.0000,0.0000,
WP000971,PS156168,0.0000,1,,0.0000,0.0000,
WP000971,PS156168,0.0000,1,,0.0000,0.0000,
WP000971,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000971,141001WT1,180.0000,1,,0.0000,180.0000,
WP000971,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000971,PS141675,0.0000,1,,0.0000,0.0000,
WP000971,PS156168,0.0000,1,,0.0000,0.0000,
WP000971,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000970,141001AD1,180.0000,1,,0.0000,180.0000,
WP000969,141001AD1,180.0000,2,,0.0000,360.0000,
WP000968,141001AD1,180.0000,1,,0.0000,180.0000,
WP000967,157320,300.0000,1,,0.0000,300.0000,476
WP000966,141001AD1,180.0000,5,,0.0000,900.0000,
WP000965,141001FS1,180.0000,1,,0.0000,180.0000,
WP000964,141001AD1,180.0000,1,,0.0000,180.0000,
WP000963,141001AD1,180.0000,3,,0.0000,540.0000,
WP000962,141001WT1,180.0000,1,,0.0000,180.0000,
WP000961,141001AD1,180.0000,1,,0.0000,180.0000,
WP000960,141001AD1,180.0000,2,,0.0000,360.0000,
WP000959,141001AD1,180.0000,3,,0.0000,540.0000,
WP000958,141001AD1,180.0000,1,,0.0000,180.0000,
WP000957,141001AD1,180.0000,1,,0.0000,180.0000,
WP000956,141001WT1,180.0000,1,,0.0000,180.0000,
WP000956,PS156168,0.0000,1,,0.0000,0.0000,
WP000956,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000956,PS141675,0.0000,1,,0.0000,0.0000,
WP000956,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000955,141001AD1,180.0000,1,,0.0000,180.0000,
WP000954,141001AD1,180.0000,1,,0.0000,180.0000,
WP000953,PS141675,0.0000,1,,0.0000,0.0000,
WP000953,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000953,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000953,PS156168,0.0000,1,,0.0000,0.0000,
WP000952,141001FS1,180.0000,1,,0.0000,180.0000,
WP000952,141001AD1,180.0000,1,,0.0000,180.0000,
WP000951,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000951,140521,354.9000,1,,0.0000,354.9000,484
WP000951,PS156168,0.0000,1,,0.0000,0.0000,
WP000951,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000951,PS141675,0.0000,1,,0.0000,0.0000,
WP000950,141001AD1,180.0000,1,,0.0000,180.0000,
WP000949,141001AD1,180.0000,1,,0.0000,180.0000,
WP000948,141001AD1,180.0000,5,,0.0000,900.0000,
WP000947,141001AD1,180.0000,1,,0.0000,180.0000,
WP000946,141001AD1,180.0000,1,,0.0000,180.0000,
WP000945,141001FS1,180.0000,1,,0.0000,180.0000,
WP000945,141001FP,180.0000,1,,0.0000,180.0000,
WP000945,141001AD1,180.0000,1,,0.0000,180.0000,
WP000945,141001WT1,180.0000,1,,0.0000,180.0000,
WP000945,PS141001SP,0.0000,1,,0.0000,0.0000,
WP000944,141001AD1,180.0000,1,,0.0000,180.0000,
WP000943,141001AD1,180.0000,1,,0.0000,180.0000,
WP000942,141001AD1,180.0000,2,,0.0000,360.0000,
WP000941,141001AD1,180.0000,2,,0.0000,360.0000,
WP000940,141001AD1,180.0000,1,,0.0000,180.0000,
WP000940,PS156168,0.0000,1,,0.0000,0.0000,
WP000940,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000940,PS141675,0.0000,1,,0.0000,0.0000,
WP000940,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000939,141001WT1,180.0000,3,,0.0000,540.0000,
WP000938,141001AD1,180.0000,1,,0.0000,180.0000,
WP000937,153576,144.0000,4,,0.0000,576.0000,469
WP000936,141001AD1,180.0000,1,,0.0000,180.0000,
WP000935,153576,144.0000,6,,0.0000,864.0000,469
WP000935,153576PS,0.0000,3,,0.0000,0.0000,469
WP000934,157320,300.0000,1,,0.0000,300.0000,476
WP000933,152575,273.0000,5,,0.0000,"1,365.0000",522
WP000932,141001AD1,180.0000,1,,0.0000,180.0000,
WP000931,141001AD1,180.0000,1,,0.0000,180.0000,
WP000930,141001AD1,180.0000,1,,0.0000,180.0000,
WP000929,141001AD1,180.0000,1,,0.0000,180.0000,
WP000928,141001AD1,180.0000,1,,0.0000,180.0000,
WP000927,141001AD1,180.0000,6,,0.0000,"1,080.0000",
WP000927,141001WT1,180.0000,2,,0.0000,360.0000,
WP000926,141001AD1,180.0000,1,,0.0000,180.0000,
WP000925,141001AD1,180.0000,2,,0.0000,360.0000,
WP000924,141001AD1,180.0000,1,,0.0000,180.0000,
WP000923,141001AD1,180.0000,1,,0.0000,180.0000,
WP000922,141001AD1,180.0000,2,,0.0000,360.0000,
WP000921,141001AD1,180.0000,1,,0.0000,180.0000,
WP000920,141001AD1,180.0000,2,,0.0000,360.0000,
WP000919,141001AD1,180.0000,2,,0.0000,360.0000,
WP000918,141001FP,180.0000,1,,0.0000,180.0000,
WP000918,141001FPPS,0.0000,1,,0.0000,0.0000,
WP000917,141001AD1,180.0000,2,,0.0000,360.0000,
WP000916,140309,259.0000,1,,0.0000,259.0000,479
WP000916,141001AD1,180.0000,1,,0.0000,180.0000,
WP000916,PS140309,0.0000,1,,0.0000,0.0000,
WP000915,PS141675,0.0000,1,,0.0000,0.0000,
WP000915,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000915,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000915,PS156168,0.0000,1,,0.0000,0.0000,
WP000914,141001AD1,180.0000,1,,0.0000,180.0000,
WP000913,141001AD1,180.0000,1,,0.0000,180.0000,
WP000912,141001FS1,180.0000,1,,0.0000,180.0000,
WP000911,141001AD1,180.0000,1,,0.0000,180.0000,
WP000910,141001AD1,180.0000,1,,0.0000,180.0000,
WP000909,141001AD1,180.0000,1,,0.0000,180.0000,
WP000908,AHC082017B,"1,000.0000",1,,0.0000,"1,000.0000",
WP000908,141001AD1,180.0000,2,,0.0000,360.0000,
WP000907,141001AD1,180.0000,1,,0.0000,180.0000,
WP000906,141001WT1,180.0000,1,,0.0000,180.0000,
WP000906,141001FPPS,0.0000,1,,0.0000,0.0000,
WP000906,141001AD1,180.0000,1,,0.0000,180.0000,
WP000906,141001FP,180.0000,1,,0.0000,180.0000,
WP000905,141001AD1,180.0000,1,,0.0000,180.0000,
WP000904,141001AD1,180.0000,1,,0.0000,180.0000,
WP000903,141001AD1,180.0000,1,,0.0000,180.0000,
WP000902,141001AD1,180.0000,2,,0.0000,360.0000,
WP000901,141001AD1,180.0000,1,,0.0000,180.0000,
WP000900,141001AD1,180.0000,1,,0.0000,180.0000,
WP000900,141001WT1,180.0000,1,,0.0000,180.0000,
WP000899,141001AD1,180.0000,2,,0.0000,360.0000,
WP000898,157320,300.0000,1,,0.0000,300.0000,476
WP000897,157208,600.0000,1,,0.0000,600.0000,476
WP000896,157320,300.0000,1,,0.0000,300.0000,476
WP000895,157208,600.0000,3,,0.0000,"1,800.0000",476
WP000894,141001,180.0000,3,,0.0000,540.0000,478
WP000892,PS156168,0.0000,1,,0.0000,0.0000,
WP000892,PS141675,0.0000,1,,0.0000,0.0000,
WP000892,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000892,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000891,PS141675,0.0000,1,,0.0000,0.0000,
WP000891,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000891,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000891,PS156168,0.0000,1,,0.0000,0.0000,
WP000890,141001WT1,180.0000,2,,0.0000,360.0000,
WP000889,141001WT1,180.0000,10,,0.0000,"1,800.0000",
WP000888,157320,300.0000,1,,0.0000,300.0000,476
WP000887,153576PS,0.0000,1,,0.0000,0.0000,469
WP000887,153576,144.0000,2,,0.0000,288.0000,469
WP000886,141001WTPS,0.0000,1,,0.0000,0.0000,
WP000886,141001WT,540.0000,1,,0.0000,540.0000,
WP000885,153576,144.0000,16,,0.0000,"2,304.0000",469
WP000885,153576PS,0.0000,8,,0.0000,0.0000,469
WP000884,155862BX,650.0000,1,,0.0000,650.0000,480
WP000884,152229,138.0000,1,,0.0000,138.0000,
WP000884,141001AD1,180.0000,1,,0.0000,180.0000,
WP000884,157082,190.0000,1,,0.0000,190.0000,
WP000884,141001PS1,180.0000,1,,0.0000,180.0000,
WP000883,153576,144.0000,2,,0.0000,288.0000,469
WP000882,141001PS1,180.0000,1,,0.0000,180.0000,
WP000881,157320,300.0000,1,,0.0000,300.0000,476
WP000880,153576,144.0000,4,,0.0000,576.0000,469
WP000880,153576PS,0.0000,3,,0.0000,0.0000,469
WP000879,157208,600.0000,1,,0.0000,600.0000,476
WP000878,157320,300.0000,1,,0.0000,300.0000,476
WP000878,PS156168,0.0000,1,,0.0000,0.0000,
WP000878,141001PS1,180.0000,2,,0.0000,360.0000,
WP000878,140839,99.0000,1,,0.0000,99.0000,489
WP000878,PS141675,0.0000,1,,0.0000,0.0000,
WP000878,PS2017SF-UMBRELLA,0.0000,1,,0.0000,0.0000,
WP000878,141675-154606-140264-155673-141001,649.0000,1,,0.0000,649.0000,
WP000877,153576,144.0000,10,,0.0000,"1,440.0000",469
WP000877,153576PS,0.0000,5,,0.0000,0.0000,469
WP000876,141001PS1,180.0000,1,,0.0000,180.0000,
WP000874,153576PS,0.0000,2,,0.0000,0.0000,469
WP000874,153576,144.0000,2,,0.0000,288.0000,469
WP000873,156217,155.0000,40,,0.0000,"6,200.0000",494
WP000872,157320,300.0000,1,,0.0000,300.0000,476
WP000871,141001FS1,180.0000,1,,0.0000,180.0000,
WP000871,152676,70.0000,2,,0.0000,140.0000,466
WP000871,157082,190.0000,1,,0.0000,190.0000,
WP000871,154915,132.5000,1,,0.0000,132.5000,500
WP000870,156809,108.3900,48,,0.0000,"5,202.7200",574
WP000870,151933,340.0000,36,,0.0000,"12,240.0000",478
WP000869,153576,144.0000,2,,0.0000,288.0000,469
WP000869,PS141675,0.0000,2,,0.0000,0.0000,
WP000869,PS2017SF-UMBRELLA,0.0000,2,,0.0000,0.0000,
WP000869,PS140309,0.0000,1,,0.0000,0.0000,
WP000869,141001PS1,180.0000,3,,0.0000,540.0000,
WP000869,151933,340.0000,1,,0.0000,340.0000,478
WP000869,153576PS,0.0000,1,,0.0000,0.0000,469
WP000869,PS156168,0.0000,2,,0.0000,0.0000,
WP000869,121573,259.0000,1,,0.0000,259.0000,
WP000869,141675-154606-140264-155673-141001,649.0000,2,,0.0000,"1,298.0000",
WP000869,151924,358.0000,1,,0.0000,358.0000,470
WP000868,152734,136.5000,1,,0.0000,136.5000,593
WP000867,141675-154606-140264-155673-141001,649.0000,2,,0.0000,"1,298.0000",
WP000867,141001PS1,180.0000,2,,0.0000,360.0000,
WP000867,153576,144.0000,2,,0.0000,288.0000,469
WP000867,PS140309,0.0000,1,,0.0000,0.0000,
WP000867,PS156168,0.0000,2,,0.0000,0.0000,
WP000867,151933,340.0000,1,,0.0000,340.0000,478
WP000867,140309,259.0000,1,,0.0000,259.0000,479
WP000867,153576PS,0.0000,1,,0.0000,0.0000,469
WP000867,PS141675,0.0000,2,,0.0000,0.0000,
WP000867,PS2017SF-UMBRELLA,0.0000,2,,0.0000,0.0000,
WP000866,157320,300.0000,1,,0.0000,300.0000,476
WP000865,152576PS,260.0000,1,,0.0000,260.0000,522
WP000864,153576PS,0.0000,2,,0.0000,0.0000,469
WP000864,153576,144.0000,4,,0.0000,576.0000,469
WP000863,141001PS1,180.0000,3,,0.0000,540.0000,
WP000862,153576,144.0000,10,,0.0000,"1,440.0000",469
WP000862,156045,199.0000,1,,0.0000,199.0000,552
WP000862,153576PS,0.0000,5,,0.0000,0.0000,469
WP000862,152575,273.0000,1,,0.0000,273.0000,522
WP000861,141001FS1,180.0000,1,,0.0000,180.0000,
WP000860,153576,144.0000,8,,0.0000,"1,152.0000",469
WP000860,153576PS,0.0000,4,,0.0000,0.0000,469
WP000859,141001PS1,180.0000,1,,0.0000,180.0000,
WP000858,151933,340.0000,36,,0.0000,"12,240.0000",478
WP000858,156809,108.3900,48,,0.0000,"5,202.7200",574
WP000857,141001PS1,180.0000,2,,0.0000,360.0000,
WP000856,141001FS1,180.0000,1,,0.0000,180.0000,
WP000855,141001FS1,180.0000,2,,0.0000,360.0000,
WP000854,157320,300.0000,1,,0.0000,300.0000,476
WP000853,141001FS1,180.0000,1,,0.0000,180.0000,
WP000852,141001FS1,180.0000,1,,0.0000,180.0000,
WP000851,141001PS1,180.0000,1,,0.0000,180.0000,
WP000851,PS141001-TAB,0.0000,1,,0.0000,0.0000,
WP000850,153576PS,0.0000,7,,0.0000,0.0000,469
WP000850,153576,144.0000,14,,0.0000,"2,016.0000",469
WP000848,153576PS,0.0000,2,,0.0000,0.0000,469
WP000848,153576,144.0000,4,,0.0000,576.0000,469
